Column 1;Column 2;Summary;Score;Column 5;CPU;Column 7;Column 8;Motherboard;OS;Column 11;Column 12;GPU;GPU Vendor;Column 15
1220;mtrailhawk;Intel Core i7-4770MSI GeForce GTX 1080 Ti  (GP102);6162;Created:11 February 2018 (05:55);CPU Name:Intel Core i7-4770;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3401 MHz;Motherboard:NVIDIA Z87 MPOWER (MS-7818);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:390.65;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:MSI;GPU Memory:11264 MBGPU Memory clock (max):5899 MHzGPU Core clock (max):2025 MHzGPU Temp min/max:34 / 56 C° FPS min/avg/max: 37.07 / 46.09 / 52.91 Detailed score info
1220;ecicero30;Intel Core i7-5930KEVGA GeForce GTX 1080 Ti  (GP102);6162;Created:28 May 2017 (21:06);CPU Name:Intel Core i7-5930K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3501 MHz;Motherboard:ASUS RAMPAGE V EDITION 10;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.33;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6313 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:33 / 67 C° FPS min/avg/max: 36.94 / 46.09 / 53.54 Detailed score info
1220;Race Bannon;Intel Core i7-7700KEVGA GeForce GTX 1080 Ti  (GP102);6162;Created:15 October 2017 (20:25);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):600 MHz;Motherboard:ASUS MAXIMUS IX HERO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:387.92;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5899 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:36 / 62 C° FPS min/avg/max: 37.74 / 46.09 / 53.43 Detailed score info
1221;apbruno;Intel Core i5-4690KEVGA GeForce GTX 1080 Ti  (GP102);6160;Created:19 May 2017 (02:55);CPU Name:Intel Core i5-4690K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3501 MHz;Motherboard:ASRock Z97 Killer;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6010 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:32 / 54 C° FPS min/avg/max: 37.17 / 46.08 / 53.87 Detailed score info
1221;Chicolo83;Intel Core i7-4790KGigabyte GeForce GTX 1080 Ti  (GP102);6160;Created:12 January 2019 (16:00);CPU Name:Intel Core i7-4790K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:ASUSTeK MAXIMUS VII HERO;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:416.94;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:Gigabyte;GPU Memory:11264 MBGPU Memory clock (max):5643 MHzGPU Core clock (max):2113 MHzGPU Temp min/max:28 / 36 C° FPS min/avg/max: 37.96 / 46.08 / 51.54 Detailed score info
1221;cabal51;Intel Core i7-9700KEVGA GeForce GTX 1080 Ti  (GP102);6160;Created:03 November 2020 (06:25);CPU Name:Intel Core i7-9700K;Physical / Logical CPUs: 8 / 8;CPU Clock (max):3601 MHz;Motherboard:ASRock Z390 Phantom Gaming-ITX/ac;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5724 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:28 / 45 C° FPS min/avg/max: 38.01 / 46.08 / 55.79 Detailed score info
1222;Leinad-Schulz;Intel Core i7-8700KGigabyte GeForce GTX 1080 Ti  (GP102);6159;Created:03 October 2018 (21:29);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:Gigabyte Z370 AORUS Gaming 7;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:411.7;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:Gigabyte;GPU Memory:11264 MBGPU Memory clock (max):5865 MHzGPU Core clock (max):2025 MHzGPU Temp min/max:56 / 80 C° FPS min/avg/max: 37.17 / 46.07 / 52.48 Detailed score info
1222;Peddeh;Intel Core i7-6800KEVGA GeForce GTX 1080 Ti  (GP102);6159;Created:21 May 2017 (08:43);CPU Name:Intel Core i7-6800K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):4125 MHz;Motherboard:ASUS STRIX X99 GAMING;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6106 MHzGPU Core clock (max):2012 MHzGPU Temp min/max:46 / 72 C° FPS min/avg/max: 37 / 46.07 / 53.36 Detailed score info
1223;n33k;Intel Core i7-4790KEVGA GeForce GTX 1080 Ti  (GP102);6158;Created:07 June 2017 (23:32);CPU Name:Intel Core i7-4790K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:Gigabyte Z97MX-Gaming 5;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.33;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5805 MHzGPU Core clock (max):2062 MHzGPU Temp min/max:38 / 62 C° FPS min/avg/max: 37.25 / 46.07 / 55.28 Detailed score info
1223;crieger1994;Intel Core i7-6800KEVGA GeForce GTX 1080 Ti  (GP102);6158;Created:15 September 2017 (21:04);CPU Name:Intel Core i7-6800K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3401 MHz;Motherboard:ASUS X99-DELUXE II;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:384.76;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5508 MHzGPU Core clock (max):2113 MHzGPU Temp min/max:34 / 48 C° FPS min/avg/max: 37.53 / 46.06 / 53.89 Detailed score info
1223;zbaessler;Intel Core i7-6700KEVGA GeForce GTX 1080 Ti  (GP102);6158;Created:18 May 2017 (07:54);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:ASUS Z170-E;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:381.65;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5899 MHzGPU Core clock (max):2012 MHzGPU Temp min/max:39 / 62 C° FPS min/avg/max: 37.14 / 46.06 / 55.24 Detailed score info
1223;tmagnete;Intel Core i5-9600KEVGA GeForce RTX 2070 Rev. A  (TU106);6158;Created:21 May 2020 (02:36);CPU Name:Intel Core i5-9600K;Physical / Logical CPUs: 6 / 6;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG STRIX Z390-E GAMING;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:445.87;GPU Name:GeForce RTX 2070 Rev. A  (TU106);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):8300 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:33 / 58 C° FPS min/avg/max: 35.5 / 46.06 / 56.82 Detailed score info
1224;petrostzidris;AMD Ryzen 7 1700 Eight-Core ProcessorEVGA GeForce GTX 1080 Ti  (GP102);6157;Created:05 July 2017 (17:43);CPU Name:AMD Ryzen 7 1700 Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3900 MHz;Motherboard:ASUS CROSSHAIR VI HERO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:384.76;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5953 MHzGPU Core clock (max):2062 MHzGPU Temp min/max:38 / 67 C° FPS min/avg/max: 37.39 / 46.05 / 53.23 Detailed score info
1224;Mar;Intel Core i7-6900KEVGA GeForce GTX 1080 Ti  (GP102);6157;Created:10 May 2017 (04:38);CPU Name:Intel Core i7-6900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3201 MHz;Motherboard:ASUS X99-DELUXE II;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:381.89;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5899 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:31 / 41 C° FPS min/avg/max: 37.37 / 46.05 / 52.82 Detailed score info
1225;parkHiLL;AMD Ryzen 7 1700 Eight-Core ProcessorEVGA GeForce GTX 1080 Ti  (GP102);6155;Created:23 November 2017 (20:55);CPU Name:AMD Ryzen 7 1700 Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3875 MHz;Motherboard:Micro-Star X370 GAMING PRO CARBON (MS-7A32);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.31;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5953 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:32 / 63 C° FPS min/avg/max: 37.49 / 46.04 / 55.06 Detailed score info
1226;supermega;Intel Core i5-3570KEVGA GeForce GTX 1080 Ti  (GP102);6154;Created:18 May 2017 (18:51);CPU Name:Intel Core i5-3570K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3400 MHz;Motherboard:MSI Z77A-G45 (MS-7752);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6003 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:36 / 68 C° FPS min/avg/max: 37.28 / 46.03 / 52.45 Detailed score info
1227;sirianni.f;Intel Core i7-2700KEVGA GeForce GTX 1080 Ti  (GP102);6153;Created:13 May 2017 (20:28);CPU Name:Intel Core i7-2700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3501 MHz;Motherboard:ASUS Maximus IV Extreme-Z;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6010 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:50 / 73 C° FPS min/avg/max: 36.93 / 46.03 / 55.63 Detailed score info
1228;WamenRespecter;Intel Core i7-6700KEVGA GeForce GTX 1080 Ti  (GP102);6152;Created:31 March 2019 (04:22);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:Gigabyte Z170MX-Gaming 5;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:419.67;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5805 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:29 / 50 C° FPS min/avg/max: 37.2 / 46.02 / 53.22 Detailed score info
1228;nickdelik;Intel Core i7-8700KEVGA GeForce GTX 1080 Ti  (GP102);6152;Created:28 November 2017 (00:27);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:Gigabyte Z370 AORUS Gaming 7;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.13;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6003 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:35 / 62 C° FPS min/avg/max: 37.15 / 46.02 / 53.61 Detailed score info
1229;robappelman;Intel Core i7-3930KEVGA GeForce GTX 1080 Ti  (GP102);6151;Created:14 July 2017 (02:36);CPU Name:Intel Core i7-3930K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3201 MHz;Motherboard:ASUS RAMPAGE IV EXTREME;OS:Windows 7  (build 7601);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6003 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:27 / 60 C° FPS min/avg/max: 37.29 / 46.01 / 54.4 Detailed score info
1229;fritzOSU03;Intel Core i7-3770KEVGA GeForce GTX 1080 Ti  (GP102);6151;Created:19 July 2017 (01:20);CPU Name:Intel Core i7-3770K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3501 MHz;Motherboard:ASUS P8Z77-V PRO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:384.76;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5961 MHzGPU Core clock (max):2062 MHzGPU Temp min/max:42 / 66 C° FPS min/avg/max: 37.56 / 46.01 / 54.76 Detailed score info
1229;dasHHa;Intel Core i7-5960XEVGA GeForce GTX 1080 Ti  (GP102);6151;Created:08 June 2017 (12:48);CPU Name:Intel Core i7-5960X;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3001 MHz;Motherboard:ASUS RAMPAGE V EXTREME;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.33;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5880 MHzGPU Core clock (max):2062 MHzGPU Temp min/max:30 / 58 C° FPS min/avg/max: 37.28 / 46.01 / 54.75 Detailed score info
1230;thedigitaltoaster;Intel Core i7-6950XASUS GeForce GTX 1080 Ti  (GP102);6149;Created:25 May 2017 (01:40);CPU Name:Intel Core i7-6950X;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3000 MHz;Motherboard:ASUS X99-E WS/USB 3.1;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.33;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:ASUS;GPU Memory:11264 MBGPU Memory clock (max):5760 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:43 / 60 C° FPS min/avg/max: 37.2 / 46 / 52.27 Detailed score info
1230;j.w_25;Intel Core i7-8700KEVGA GeForce GTX 1080 Ti  (GP102);6149;Created:26 May 2018 (00:53);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG MAXIMUS X HERO (WI-FI AC);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:397.93;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6026 MHzGPU Core clock (max):1999 MHzGPU Temp min/max:30 / 66 C° FPS min/avg/max: 37.24 / 45.99 / 53.51 Detailed score info
1231;rstampf;AMD Ryzen 5 3600X 6-Core ProcessorMSI GeForce RTX 2070 SUPER  (TU104);6148;Created:29 May 2020 (19:09);CPU Name:AMD Ryzen 5 3600X 6-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3800 MHz;Motherboard:Gigabyte X570 AORUS MASTER;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:446.14;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):7000 MHzGPU Core clock (max):1980 MHzGPU Temp min/max:37 / 76 C° FPS min/avg/max: 32.34 / 45.99 / 54.6 Detailed score info
1232;esoares9483;AMD Ryzen 7 3800X 8-Core ProcessorMSI GeForce GTX 1080 Ti  (GP102);6147;Created:15 April 2020 (07:01);CPU Name:AMD Ryzen 7 3800X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3900 MHz;Motherboard:Gigabyte X570 AORUS MASTER;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:445.75;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:MSI;GPU Memory:11264 MBGPU Memory clock (max):6054 MHzGPU Core clock (max):1999 MHzGPU Temp min/max:33 / 58 C° FPS min/avg/max: 34.61 / 45.98 / 52.33 Detailed score info
1232;sukaitsu;Intel Core i7-2600KEVGA GeForce GTX 1080 Ti  (GP102);6147;Created:04 February 2018 (17:39);CPU Name:Intel Core i7-2600K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3401 MHz;Motherboard:Alienware 046MHW;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:390.77;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5994 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:28 / 48 C° FPS min/avg/max: 37.1 / 45.98 / 54.62 Detailed score info
1232;mdope7802;Intel Core i7-6700KEVGA GeForce GTX 1080 Ti  (GP102);6147;Created:27 July 2017 (05:42);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:ASRock Z170 Extreme6;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:384.94;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5899 MHzGPU Core clock (max):2025 MHzGPU Temp min/max:57 / 70 C° FPS min/avg/max: 37.74 / 45.98 / 55.2 Detailed score info
1233;PanicSwitch;Intel Core i5-4690KEVGA GeForce GTX 1080 Ti  (GP102);6146;Created:25 August 2017 (05:46);CPU Name:Intel Core i5-4690K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):4401 MHz;Motherboard:MSI Z97-G55 SLI (MS-7921);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:384.94;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5849 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:56 / 74 C° FPS min/avg/max: 36.78 / 45.97 / 54.85 Detailed score info
1234;Tex Averyy;Intel Xeon X5675MSI GeForce RTX 2070 Rev. A  (TU106);6144;Created:14 August 2019 (19:29);CPU Name:Intel Xeon X5675;Physical / Logical CPUs: 6 / 12;CPU Clock (max):4757 MHz;Motherboard:ASUS P6T DELUXE V2;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:431.6;GPU Name:GeForce RTX 2070 Rev. A  (TU106);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):8200 MHzGPU Core clock (max):2040 MHzGPU Temp min/max:33 / 46 C° FPS min/avg/max: 35.5 / 45.96 / 58.66 Detailed score info
1234;skline00;Intel Core i7-5960XGigabyte GeForce GTX 1080 Ti  (GP102);6144;Created:18 August 2017 (05:54);CPU Name:Intel Core i7-5960X;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3001 MHz;Motherboard:ASUS RAMPAGE V EXTREME;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:385.28;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:Gigabyte;GPU Memory:11264 MBGPU Memory clock (max):5724 MHzGPU Core clock (max):2062 MHzGPU Temp min/max:25 / 37 C° FPS min/avg/max: 37.12 / 45.96 / 54.07 Detailed score info
1235;pderlacki;Intel Core i7-7700KEVGA GeForce GTX 1080 Ti  (GP102);6143;Created:03 July 2017 (01:36);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:ASUS STRIX Z270E GAMING;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.53;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5702 MHzGPU Core clock (max):2062 MHzGPU Temp min/max:31 / 48 C° FPS min/avg/max: 36.95 / 45.95 / 54.92 Detailed score info
1235;shenron84;Intel Core i7-7700KMSI GeForce GTX 1080 Ti  (GP102);6143;Created:13 May 2018 (01:10);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:ASUS MAXIMUS IX CODE;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:391.01;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:MSI;GPU Memory:11264 MBGPU Memory clock (max):5602 MHzGPU Core clock (max):2062 MHzGPU Temp min/max:33 / 57 C° FPS min/avg/max: 37.23 / 45.95 / 52.49 Detailed score info
1236;danielleslie41;Intel Core i7-7700KNVIDIA GeForce GTX 1080 Ti  (GP102);6141;Created:22 February 2020 (23:30);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:MSI Z270 GAMING M5 (MS-7A78);OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:442.19;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:NVIDIA;GPU Memory:11264 MBGPU Memory clock (max):6054 MHzGPU Core clock (max):1999 MHzGPU Temp min/max:24 / 53 C° FPS min/avg/max: 36.91 / 45.93 / 54.71 Detailed score info
1236;DerZeke;Intel Core i5-3570KIntel HD Graphics 4000;6141;Created:24 February 2019 (03:33);CPU Name:Intel Core i5-3570K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3801 MHz;Motherboard:Gigabyte Z77X-UD5H;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:10.18.10.4358;GPU Name:HD Graphics 4000;GPU Vendor:Intel;GPU Memory:2112 MBGPU Memory clock (max):N/AGPU Core clock (max):N/AGPU Temp min/max:N/A FPS min/avg/max: 36.01 / 45.93 / 54.34 Detailed score info
1236;eric;Intel Core i7-6800KASUS GeForce GTX 1080 Ti  (GP102);6141;Created:13 May 2017 (07:36);CPU Name:Intel Core i7-6800K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3401 MHz;Motherboard:ASUS STRIX X99 GAMING;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:381.89;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:ASUS;GPU Memory:11264 MBGPU Memory clock (max):5583 MHzGPU Core clock (max):2075 MHzGPU Temp min/max:31 / 53 C° FPS min/avg/max: 37.37 / 45.93 / 52.68 Detailed score info
1236;TheOnlyRook;AMD Ryzen 7 2700X Eight-Core ProcessorASUS GeForce GTX 1080 Ti  (GP102);6141;Created:14 January 2019 (02:21);CPU Name:AMD Ryzen 7 2700X Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):4225 MHz;Motherboard:ASUSTeK ROG STRIX X470-I GAMING;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:416.34;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:ASUS;GPU Memory:11264 MBGPU Memory clock (max):5643 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:30 / 65 C° FPS min/avg/max: 37.48 / 45.93 / 52.42 Detailed score info
1237;rrpetroff;Intel Core i7-8700KGigabyte GeForce GTX 1080 Ti  (GP102);6140;Created:10 May 2019 (16:10);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG STRIX Z370-E GAMING;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:430.64;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:Gigabyte;GPU Memory:11264 MBGPU Memory clock (max):6014 MHzGPU Core clock (max):1999 MHzGPU Temp min/max:43 / 70 C° FPS min/avg/max: 37.06 / 45.93 / 52.67 Detailed score info
1237;adam.neiderhiser;Intel Core i7-7700KASUS GeForce GTX 1080 Ti  (GP102);6140;Created:13 July 2018 (21:13);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4201 MHz;Motherboard:Gigabyte Z270-Gaming K3;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:398.36;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:ASUS;GPU Memory:11264 MBGPU Memory clock (max):5579 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:30 / 55 C° FPS min/avg/max: 37.37 / 45.93 / 54.4 Detailed score info
1237;goldensun55;Intel Core i5-4670KEVGA GeForce GTX 1080 Ti  (GP102);6140;Created:23 February 2019 (11:18);CPU Name:Intel Core i5-4670K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3401 MHz;Motherboard:ASUSTeK Z87-PLUS;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:418.91;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6003 MHzGPU Core clock (max):2025 MHzGPU Temp min/max:39 / 64 C° FPS min/avg/max: 37.33 / 45.93 / 53.69 Detailed score info
1237;d.ts;AMD Ryzen 7 2700 Eight-Core ProcessorMSI GeForce GTX 1080 Ti  (GP102);6140;Created:17 November 2019 (00:32);CPU Name:AMD Ryzen 7 2700 Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3800 MHz;Motherboard:MSI X470 GAMING PLUS (MS-7B79);OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:441.2;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:MSI;GPU Memory:11264 MBGPU Memory clock (max):6003 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:32 / 61 C° FPS min/avg/max: 36.82 / 45.92 / 52.1 Detailed score info
1238;RandomRufio;Intel Core i7-2700KEVGA GeForce GTX 1080 Ti  (GP102);6139;Created:05 January 2018 (11:47);CPU Name:Intel Core i7-2700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3501 MHz;Motherboard:ASUS MAXIMUS V GENE;OS:Windows 7  (build 7601);Graphics API: DirectX ;GPU Driver:388.13;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6003 MHzGPU Core clock (max):2012 MHzGPU Temp min/max:32 / 49 C° FPS min/avg/max: 37.29 / 45.92 / 53.16 Detailed score info
1238;gamakigi;Intel Core i7-4930KEVGA GeForce GTX 1080 Ti  (GP102);6139;Created:31 August 2017 (19:12);CPU Name:Intel Core i7-4930K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3401 MHz;Motherboard:ASUS RAMPAGE IV BLACK EDITION;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:385.41;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5583 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:34 / 44 C° FPS min/avg/max: 37.13 / 45.92 / 52.7 Detailed score info
